budget,genres,homepage,id,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
350000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://www.sonypictures.com/movies/21/,8065,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 1317, ""name"": ""card game""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2463, ""name"": ""harvard university""}, {""id"": 2566, ""name"": ""cohabitant""}, {""id"": 3616, ""name"": ""college""}, {""id"": 5490, ""name"": ""girlfriend""}, {""id"": 5948, ""name"": ""studies""}, {""id"": 5984, ""name"": ""dormitory""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7996, ""name"": ""blackjack""}]","Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",45.149948,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27/03/2008,69823199,123,21,6.5,1375
350000,"[{""id"": 18, ""name"": ""Drama""}]",http://disney.go.com/disneypictures/secretariat/,39486,"[{""id"": 643, ""name"": ""horse race""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 5565, ""name"": ""biography""}]","Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",9.525037,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Fast Track Productions"", ""id"": 22880}, {""name"": ""Mayhem Pictures"", ""id"": 22881}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20/08/2010,60251371,123,Secretariat,6.8,103
350000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.neighbors-movie.com/,325133,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 3616, ""name"": ""college""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10058, ""name"": ""sorority""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 193674, ""name"": ""bathroom humor""}]",A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,50.179171,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04/05/2016,108758521,91,Neighbors 2: Sorority Rising,5.6,1462
350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/olddogs/,22949,"[{""id"": 907, ""name"": ""japanese""}, {""id"": 11663, ""name"": ""camp""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 14522, ""name"": ""co-worker""}, {""id"": 161155, ""name"": ""kids""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 226510, ""name"": ""sports marketing firm""}]","Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",13.707843,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Tapestry Films"", ""id"": 870}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24/11/2009,92219310,88,Old Dogs,5.2,210
350000,"[{""id"": 35, ""name"": ""Comedy""}]",http://licensetowedthemovie.warnerbros.com/,2959,"[{""id"": 1605, ""name"": ""new love""}, {""id"": 2856, ""name"": ""ten commandments""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3583, ""name"": ""bridegroom""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 6704, ""name"": ""civil registry office""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14765, ""name"": ""church""}]","Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",14.503568,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Underground"", ""id"": 49326}, {""name"": ""Proposal Productions"", ""id"": 49327}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04/07/2007,69307224,91,License to Wed,5.2,253
330000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/movies/residentevil/index.html,1576,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41645, ""name"": ""based on video game""}]","When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",40.715623,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""New Legacy"", ""id"": 939}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15/03/2002,102984862,100,Resident Evil,6.4,2065
350000,"[{""id"": 28, ""name"": ""Action""}]",http://www.maxpaynethemovie.com,13051,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",25.903237,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Collision Entertainment"", ""id"": 2179}, {""name"": ""Abandon Entertainment"", ""id"": 2724}, {""name"": ""Foxtor Productions"", ""id"": 2725}, {""name"": ""Depth Entertainment"", ""id"": 11995}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",15/10/2008,85416905,100,Max Payne,5.2,613
350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.theback-upplan.com/,34806,"[{""id"": 5091, ""name"": ""kiss""}, {""id"": 5098, ""name"": ""sperm bank""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 159150, ""name"": ""artificial insemination""}, {""id"": 176227, ""name"": ""motherhood""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",18.38292,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23/04/2010,77477008,106,The Back-Up Plan,5.7,458
350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://somethingborrowedmovie.warnerbros.com/,49022,"[{""id"": 242, ""name"": ""new york""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 160765, ""name"": ""roses""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 202635, ""name"": ""engaged""}, {""id"": 208502, ""name"": ""loyal""}, {""id"": 208503, ""name"": ""liaison""}, {""id"": 208504, ""name"": ""confidant""}]","Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",14.029012,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Wild Ocean Films"", ""id"": 38010}, {""name"": ""2S Films"", ""id"": 38011}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05/05/2011,59901913,112,Something Borrowed,5.9,296
350000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/movies/untraceable/,8090,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 3880, ""name"": ""snuff""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 6614, ""name"": ""website""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 180340, ""name"": ""voyeur""}]","Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",12.677505,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Cohen/Pearl Productions"", ""id"": 2397}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22/01/2008,32483410,101,Untraceable,5.9,238
350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.nannymcphee.co.uk/,35019,"[{""id"": 2341, ""name"": ""nanny""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 10103, ""name"": ""children""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]","Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",23.835055,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Three Strange Angels"", ""id"": 1973}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",26/03/2010,93246388,109,Nanny McPhee and the Big Bang,6,436
310000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.miramax.com/movie/ella-enchanted/,14442,"[{""id"": 603, ""name"": ""elves""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2710, ""name"": ""fairy""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 11017, ""name"": ""spell""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 189099, ""name"": ""giant""}, {""id"": 189111, ""name"": ""ogre""}, {""id"": 198780, ""name"": ""obedience""}, {""id"": 208705, ""name"": ""fairy godmother""}, {""id"": 231403, ""name"": ""elf""}]","Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",22.71592,"[{""name"": ""World 2000 Entertainment"", ""id"": 7692}, {""name"": ""Enchanted Productions"", ""id"": 85437}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",09/04/2004,27388767,96,Ella Enchanted,5.9,437
560000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.brokencitymovie.com/,98357,"[{""id"": 1919, ""name"": ""mayor""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10476, ""name"": ""double crossed""}, {""id"": 155790, ""name"": ""private detective""}]","In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",29.490057,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Inferno International"", ""id"": 7415}, {""name"": ""1984 Private Defense Contractors"", ""id"": 8532}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Envision Entertainment Corporation"", ""id"": 11030}, {""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Leverage Communications"", ""id"": 25790}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18/01/2013,19701164,109,Broken City,5.7,593
